num,tutorial_batch,happy1,ID,time,major,Distance,direction,born,sports,aware,morning_drink,morning_drink2,breakfast,sleep,siblings,siblings_number,pets,beer,coffee,Pineapple_Pizza,Pinky,OS,hand,energy,shoes,phone,Apartment_Size,rooms,apps,countries,CB,Food_Money,Season,Drink_Coffee,height,bother,happy2
125,2023,5,berne166,12.15,UWI,3.0,NW,720.0,3.0,tired,Coffee,coffee,yes,8,yes,1,1.0,2.0,3,No,5.0,Apple,,8.0,10.0,12.0,60,2.0,30.0,20.0,yes,300.0,Summer,milk,170.0,4,4
126,2023,6,koene3,12.15,UWI,4.0,N,130.0,1.0,awake,tea,other,yes,8,yes,1,4.0,1.0,1,Yes,5.5,Microsoft,16,7.0,14.0,14.0,100,3.0,4.0,10.0,yes,130.0,Spring,Other,156.0,7,8
127,2023,5,marco43,8.15,GESS,0.1,N,1000.0,2.0,tired,milk,other,yes,5,yes,1,6.0,3.0,3,No,5.5,Apple,17.8,5.0,12.0,11.6,60,2.0,21.0,10.0,yes,200.0,Spring,Other,169.0,7,5
128,2023,9,kasta1a,12.15,UWI,0.0,NW,100.0,2.0,tired,tea,other,yes,7,yes,3,20.0,3.0,3,Yes,6.0,Microsoft,17,6.0,30.0,15.0,45,1.0,38.0,25.0,yes,500.0,Summer,Other,169.0,7,9
129,2023,8,naber10,12.15,UWI,0.2,W,86.0,6.0,awake,coffee,coffee,yes,8,yes,2,4.0,1.0,2,Yes,5.0,Apple,,6.0,8.0,10.0,85,3.0,30.0,13.0,yes,250.0,Summer,milk,165.0,5,7
130,2023,7,thade80,8.15,GESS,45.0,NW,45.0,6.0,awake,Coffee,coffee,yes,7,yes,2,0.0,2.0,2,No,6.0,Apple,17,4.0,9.0,14.0,94,2.0,60.0,14.0,yes,250.0,Winter,sugar_milk,183.0,7,6
131,2023,6,w107,8.15,GESS,0.1,N,340.0,2.0,tired,coffee,coffee,yes,8,yes,5,2.0,3.0,4,do_not_mind,6.0,Microsoft,18,6.0,10.0,15.0,12,3.0,34.0,15.0,No,200.0,Summer,milk,167.0,3,5
132,2024,3,govern,8.15,GESS,7.0,S,4000.0,12.0,awake,tea,other,yes,7,yes,4,2.0,0.0,0,do_not_mind,2.5,Apple,8,5.0,4.0,17.0,10,2.0,20.0,5.0,yes,125.0,Summer,sugar_milk,171.0,1,6
133,2024,5,schul26,8.15,GESS,1.5,N,450.0,0.0,awake,water,water,no,7,yes,1,0.0,2.0,2,do_not_mind,5.0,Microsoft,20,7.0,7.0,16.0,60,1.0,20.0,10.0,yes,250.0,Spring,black,182.0,4,10
134,2024,5,agtriada,8.15,GESS,45.0,NW,3000.0,0.0,awake,coffee,coffee,yes,6,yes,1,0.0,3.0,3,No,3.0,Microsoft,6.7,7.0,5.0,15.6,33.3,0.0,20.0,5.0,yes,200.0,Summer,milk,160.0,8,5
135,2024,7,amfin20,8.15,GESS,3.5,N,405.0,5.0,awake,tea,other,yes,8,yes,4,5.0,4.0,2,do_not_mind,6.0,Microsoft,14,9.0,3.0,3.0,120,3.0,0.0,14.0,yes,140.0,Spring,Other,181.0,1,8
136,2024,5,bern15,8.15,GESS,1.5,NE,40.0,3.0,drowsy,Juice,other,yes,8,yes,2,13.0,4.0,5,Yes,6.0,Apple,14,7.0,8.0,14.0,60,2.0,30.0,14.0,yes,100.0,Summer,milk,181.0,2,4
137,2024,8,kirch4,8.15,GESS,0.5,N,300.0,2.0,awake,water,water,yes,8,yes,1,1.0,2.0,2,do_not_mind,5.0,Microsoft,16,6.0,9.0,14.0,57,2.0,20.0,8.0,yes,180.0,Summer,Other,167.0,4,6
138,2024,8,egels17,8.15,GESS,0.1,S,800.0,,awake,Water,water,yes,8,yes,1,1.0,3.0,4,Yes,3.0,Microsoft,13,9.0,4.0,10.0,90,5.0,,12.0,yes,100.0,Spring,milk,162.0,1,8
139,2024,5,cleme72,8.15,GESS,2.3,NW,30.0,,awake,coffee,coffee,yes,7,yes,1,2.0,3.0,3,No,7.0,Microsoft,21,5.0,4.0,11.94,100,4.0,,10.0,yes,200.0,Spring,black,177.0,8,5
140,2024,6,riggae1,8.15,GESS,4.0,N,6760.0,1.0,tired,water,water,no,6,yes,1,4.0,3.0,3,No,5.0,Both,13,3.0,12.0,15.5,44,3.0,43.0,7.0,yes,150.0,Spring,Other,165.0,6,6
141,2024,8,feuer40,8.15,GESS,3.0,N,377.0,3.0,awake,water,water,yes,9,yes,3,1.0,3.0,2,do_not_mind,5.0,Microsoft,17,8.0,4.0,14.0,60,1.0,102.0,15.0,yes,220.0,Spring,black,170.0,6,8
142,2024,7,lambs49,8.15,GESS,0.5,S,563.0,2.0,tired,Water,water,yes,6,yes,1,1.0,2.0,3,Yes,6.5,Apple,18,8.0,6.0,12.0,110,4.0,33.0,12.0,No,150.0,Summer,sugar_milk,171.0,9,7
143,2024,2,kreis1,8.15,GESS,280.0,SE,260.0,9.0,awake,tea,other,yes,7,yes,2,1.0,1.0,1,Yes,5.8,Apple,21,6.0,8.0,12.0,18,3.0,60.0,12.0,yes,150.0,Spring,Other,160.0,8,3
144,2024,6,stegl44,8.15,GESS,3.8,N,290.0,2.5,awake,Juice,other,yes,7,no,0,1.0,4.0,5,No,6.0,Microsoft,19.5,5.0,9.0,16.5,100,5.0,27.0,27.0,No,120.0,Summer,Other,172.0,5,6
145,2024,6,pushk47,8.15,GESS,2.0,N,3366.0,3.0,drowsy,green_tea,other,yes,8,yes,1,1.0,3.0,3,No,5.7,Microsoft,16.7,7.0,10.0,15.0,125,1.0,66.0,4.0,yes,350.0,Spring,Other,162.0,4,6
146,2024,10,ricke,8.15,GESS,2.0,N,1000.0,4.0,awake,tea,other,yes,7,yes,1,14.0,3.0,4,No,9.0,Microsoft,15,4.0,10.0,12.0,100,5.0,500.0,194.0,No,100.0,Summer,milk,168.0,7,10
147,2024,7,kreis13,8.15,GESS,4.0,N,60.0,4.0,awake,black_tea,black_tea,yes,8,yes,3,2.0,2.0,3,No,6.5,Apple,19,7.0,11.0,15.4,32,1.0,92.0,13.0,yes,200.0,Spring,milk,168.0,4,7
148,2024,7,t1,8.15,GESS,3.0,N,313.0,2.0,awake,,,yes,8,yes,4,1.0,3.0,3,do_not_mind,5.0,Apple,21,9.0,13.0,14.0,105,2.0,75.0,27.0,yes,150.0,Summer,milk,165.0,4,7
149,2024,3,westp14,8.15,GESS,3.0,SE,12388.0,2.0,awake,Chocolate,other,yes,7,yes,2,6.0,3.0,3,do_not_mind,5.7,Microsoft,19,7.0,6.0,16.5,219.1,9.0,100.0,18.0,No,60.0,Summer,Other,165.0,2,4
150,2024,3,hanss14,8.15,GESS,2.0,N,729.0,1.0,tired,tea,other,yes,7,yes,1,3.0,2.0,3,No,6.7,Microsoft,22.3,2.0,4.0,20.0,100,5.0,69.0,9.0,No,100.0,Fall,black,164.0,1,0
151,2024,7,bankc273,8.15,GESS,4.1,SE,8529.0,0.0,awake,Coffee,coffee,no,9,yes,3,3.0,2.0,3,No,5.0,Microsoft,18,6.0,3.0,16.0,84,3.0,15.0,3.0,yes,100.0,Spring,sugar_milk,158.0,2,6
152,2024,10,gener35,8.15,GESS,1.8,N,63.0,0.0,awake,tea,other,yes,7,yes,1,0.0,3.0,4,Yes,5.5,Both,17,9.0,5.0,12.0,160,3.0,57.0,6.0,yes,150.0,Spring,black,161.0,2,10
153,2024,4,schil16,8.15,GESS,2.2,NW,280.0,7.0,awake,Coffee,coffee,yes,8,no,0,5.0,2.0,3,No,5.9,Both,14.8,6.0,6.0,14.5,69m2,2.0,9.0,7.0,No,120.0,Spring,Other,159.0,5,6
154,2024,7,amdor45,8.15,GESS,2.5,S,130.0,6.0,awake,tea,other,yes,8,yes,1,6.0,1.0,1,No,6.0,Microsoft,18.5,6.0,6.0,17.0,80,3.0,10.0,18.0,yes,120.0,Summer,sugar_milk,170.0,5,4
155,2024,7,brliz22,8.15,GESS,0.4,NW,1540.0,2.0,awake,tea,other,yes,7,yes,1,1.0,5.0,5,do_not_mind,6.0,Neither,19,8.0,5.0,16.256,40,2.0,82.0,11.0,yes,300.0,Spring,milk,175.0,7,8
156,2024,4,kortl2,8.15,GESS,3.5,N,151.0,2.0,awake,Coffee,coffee,yes,8,yes,1,5.0,4.0,4,Yes,5.8,Apple,20.5,6.0,7.0,15.5,120,2.0,57.0,18.0,yes,200.0,Summer,milk,165.0,3,5
157,2024,7,lippo18,8.15,GESS,4.0,SW,117.0,3.5,tired,coffee,coffee,yes,7,yes,3,0.0,2.0,2,No,6.0,Microsoft,16,4.0,8.0,12.0,260,5.0,40.0,17.0,yes,250.0,Spring,milk,164.0,6,6
158,2024,9,stck71,8.15,GESS,14.0,N,65.0,7.0,tired,Water,water,yes,7,yes,1,2.0,2.0,2,Yes,7.0,Apple,20,9.0,8.0,13.5,200,4.0,133.0,18.0,yes,200.0,Summer,black,190.0,4,9
159,2024,7,strd10,8.15,GESS,2.1,N,124.0,4.0,awake,water,water,yes,8,yes,2,18.0,3.0,3,Yes,6.0,Apple,18,7.0,6.0,14.0,120,3.0,75.0,12.0,yes,180.0,Summer,milk,173.0,2,8
160,2024,9,blch,8.15,GESS,2.5,N,370.0,2.0,awake,Coffee,coffee,no,6,yes,1,24.0,4.0,5,Yes,6.7,Neither,21,9.0,7.0,17.5,72.4,2.0,126.0,20.0,yes,150.0,Summer,milk,174.0,7,8
161,2024,5,ather15,8.15,GESS,0.5,S,5861.0,7.0,awake,Water,water,yes,7,yes,4,3.0,7.0,7,do_not_mind,5.0,Apple,18,7.0,12.0,15.5,100,5.0,155.0,25.0,yes,150.0,Fall,sugar_milk,155.0,4,7
162,2024,6,stein4,8.15,GESS,0.5,NE,105.0,4.0,tired,Water,water,yes,7,yes,1,,3.0,3,Yes,6.5,Microsoft,Na,8.0,10.0,14.5,180,5.0,47.0,13.0,yes,150.0,Spring,milk,163.0,5,3
163,2024,5,garte3,8.15,GESS,0.7,E,263.0,2.0,drowsy,milk,other,yes,7,yes,1,11.0,1.0,1,do_not_mind,5.5,Microsoft,14.2,7.0,6.0,15.3,141.9,5.0,59.0,12.0,yes,170.0,Spring,Other,163.0,7,7
164,2024,9,nuova9,8.15,GESS,5.0,NE,1718.0,5.0,tired,water,water,yes,6,yes,1,3.0,2.0,2,do_not_mind,3.0,Microsoft,9,8.0,6.0,8.0,90,2.0,8.0,7.0,yes,150.0,Spring,Other,166.0,3,10
165,2024,5,abels7,12.15,GESS,3.0,N,58.0,8.0,awake,water,water,yes,7,yes,4,9.0,3.0,4,Yes,4.0,Apple,11,6.0,4.0,9.0,74,2.0,20.0,22.0,yes,200.0,Fall,black,168.0,8,5
166,2024,5,b3,12.15,GESS,0.5,SW,90.0,8.0,tired,Juice,other,yes,8,yes,3,0.0,2.0,2,No,7.0,Microsoft,20,7.0,7.0,17.0,80,4.0,26.0,11.0,yes,250.0,Fall,milk,172.0,8,5
167,2024,8,gerst7,12.15,UWI,2.3,NW,265.0,9.0,awake,Water,water,yes,9,yes,1,2.0,4.0,4,do_not_mind,6.5,Both,18,7.0,8.0,16.0,22,6.0,25.0,10.0,yes,230.0,Summer,Other,189.0,5,8
168,2024,8,dorot129,12.15,GESS,4.0,NW,65.0,2.0,drowsy,coffee,coffee,yes,7,yes,1,1.0,2.0,2,do_not_mind,4.0,Microsoft,15,7.0,4.0,14.0,100,5.0,20.0,12.0,yes,80.0,Spring,milk,164.0,2,7
169,2024,8,veilc9,12.15,GESS,1.5,S,500.0,5.0,energized,Chai,other,yes,8,yes,1,3.0,3.0,1,Yes,7.0,Microsoft,19,7.0,6.0,17.0,,7.0,74.0,,yes,200.0,Summer,Other,178.0,7,6
170,2024,7,dorfs8,12.15,GESS,2.0,NE,70.0,1.0,drowsy,Cappuccino,coffee,yes,9,no,0,8.0,2.0,2,do_not_mind,6.0,Neither,20,4.0,25.0,17.0,80,1.0,75.0,8.0,yes,200.0,Spring,milk,175.0,6,7
171,2024,6,goldf11,12.15,UWI,3.0,N,374.0,2.0,awake,tea,other,yes,7,yes,2,3.0,4.0,4,No,5.0,Microsoft,15,6.0,7.0,9.0,150,4.0,10.0,8.0,yes,370.0,Spring,milk,180.0,8,6
172,2024,7,heide40,12.15,GESS,0.4,SW,700.0,3.0,awake,tea,other,yes,8,yes,1,0.0,2.0,2,Yes,6.0,Microsoft,18,7.0,14.0,15.0,113,2.0,85.0,7.0,yes,260.0,Summer,milk,175.0,3,7
173,2024,9,lemsa8,12.15,UWI,5.0,NE,68.0,15.0,awake,Apfelsafteis,other,yes,9,yes,2,0.0,1.0,1,No,8.0,Microsoft,20,7.0,7.0,17.0,19,5.0,178.0,10.0,yes,280.0,Summer,black,188.0,10,9
174,2024,7,nieve8,12.15,GESS,3.0,NW,400.0,2.0,awake,water,water,yes,9,yes,1,3.0,1.0,1,No,5.0,Microsoft,17,5.0,5.0,15.0,80,3.0,25.0,13.0,yes,120.0,Spring,Other,162.0,5,7
175,2024,7,ronze28,12.15,UWI,0.2,W,110.0,3.5,awake,coffee,coffee,yes,8,yes,2,1.0,3.0,3,Yes,6.0,Microsoft,16,8.0,5.0,14.5,230,5.0,100.0,18.0,yes,300.0,Fall,milk,172.0,3,8
176,2024,7,amsel9,12.15,GESS,0.5,S,700.0,3.0,awake,Water,water,yes,8,yes,1,2.0,4.0,4,No,5.0,Microsoft,15,5.0,10.0,16.5,180,3.0,70.0,17.0,No,300.0,Spring,milk,173.0,7,6
177,2024,8,raben10,12.15,GESS,2.0,N,700.0,12.0,awake,Water,water,no,6,yes,1,3.0,3.0,3,No,7.5,Microsoft,17.1,7.0,5.0,16.0,70,3.0,40.0,11.0,yes,200.0,Summer,black,174.0,6,7
178,2024,8,amdiek6,12.15,UWI,3.3,N,152.0,5.0,awake,tea,other,yes,8,yes,1,4.0,2.0,1,No,6.3,Microsoft,18.5,6.0,8.0,15.0,30,0.0,35.0,15.0,yes,150.0,Spring,milk,166.0,8,7
179,2024,8,josef34,12.15,UWI,3.0,SW,340.0,4.0,awake,coffee,coffee,yes,8,yes,2,4.0,3.0,3,do_not_mind,6.0,Microsoft,22,8.0,3.0,16.0,120,4.0,5.0,10.0,yes,450.0,Spring,milk,179.0,4,8
180,2024,4,holbe75,12.15,UWI,3.7,N,350.0,11.0,awake,water,water,yes,7,yes,2,0.0,3.0,2,Yes,5.75,Both,21.7,3.0,5.0,16.0,250,4.0,80.0,9.0,No,300.0,Fall,Other,178.0,2,3
181,2024,2,rappo9a,12.15,GESS,0.3,W,476.0,4.0,tired,tea,other,yes,9,yes,1,0.0,4.0,4,do_not_mind,5.5,Both,17,4.0,4.0,14.0,50,1.0,30.0,11.0,yes,300.0,Fall,Other,166.0,8,2
182,2024,7,haupt4,12.15,GESS,3.0,N,200.0,1.0,awake,tea,other,yes,7,yes,1,2.0,2.0,3,Yes,5.0,Both,18,6.0,9.0,16.5,80,1.0,35.0,17.0,yes,100.0,Summer,milk,158.0,7,8
183,2024,5,diete57,12.15,GESS,2.0,N,100.0,5.0,tired,Espresso,coffee,yes,8,yes,2,3.0,2.0,2,do_not_mind,6.3,Microsoft,22,4.0,13.0,17.2,111,2.0,122.0,11.0,yes,250.0,Summer,milk,177.0,2,6
184,2024,3,hecht11,12.15,GESS,5.0,NE,300.0,2.0,awake,Juice,other,yes,7,yes,4,23.0,2.0,2,do_not_mind,7.0,Apple,23.5,6.0,14.0,15.0,50,1.0,50.0,22.0,yes,200.0,Spring,sugar_milk,180.0,9,8
185,2024,8,amsta75,12.15,GESS,1.5,SW,54.0,4.0,awake,Coffee,coffee,yes,7,yes,1,5.0,3.0,3,Yes,6.0,Apple,20,6.0,9.0,14.86,85,4.0,110.0,11.0,yes,100.0,Summer,milk,165.0,7,9
186,2024,7,aufde55,12.15,GESS,50.0,SW,500.0,8.0,awake,tea,other,yes,8,yes,1,2.0,4.0,3,Yes,4.0,Apple,17.5,6.0,,13.0,20,5.0,30.0,40.0,yes,200.0,Summer,Other,165.0,3,6
187,2024,7,mhle18,12.15,UWI,2.0,N,177.0,2.0,tired,water,water,yes,9,yes,1,0.0,2.0,3,No,6.0,Apple,21,6.0,12.0,15.0,150,4.0,43.0,13.0,yes,180.0,Summer,Other,169.0,4,6
188,2024,8,winde11,12.15,UWI,3.0,NW,463.0,4.0,awake,Coffee,coffee,yes,7,yes,2,6.0,1.0,3,do_not_mind,5.3,Microsoft,17,7.0,20.0,16.0,30,0.0,35.0,9.0,yes,175.0,Summer,milk,155.0,3,8
189,2024,7,wrang29,12.15,UWI,3.0,NW,155.0,3.0,awake,green_tea,other,yes,8,no,0,1.0,3.0,4,do_not_mind,7.0,Microsoft,20,6.0,3.0,17.0,89,2.0,112.0,13.0,yes,200.0,Spring,milk,176.0,6,7
190,2024,7,ecken5,12.15,GESS,0.2,E,766.0,2.0,awake,coffee,coffee,no,8,yes,3,0.0,4.0,4,No,6.5,Microsoft,21,5.0,9.0,19.0,136,5.0,29.0,10.0,yes,200.0,Spring,milk,170.0,7,7
191,2024,5,wmm64,12.15,UWI,3.0,NW,33.0,0.0,drowsy,coffee,coffee,yes,8,yes,1,1.0,2.0,2,No,6.0,Apple,20,,1.5,15.54,120,5.0,87.0,8.0,yes,133.0,Summer,milk,175.0,7,5
192,2024,5,haupt11,12.15,UWI,3.0,W,750.0,4.0,tired,tea,other,yes,9,yes,3,5.0,4.0,4,do_not_mind,,Microsoft,20,7.0,5.0,7.0,124,5.0,10.0,10.0,No,200.0,Spring,milk,175.0,4,5
193,2024,7,stein15,12.15,UWI,1.4,N,272.0,5.0,awake,tea,other,yes,8,yes,1,5.0,5.0,5,do_not_mind,6.0,Microsoft,20.5,6.0,5.0,14.351,90,3.0,111.0,21.0,No,220.0,Summer,milk,170.0,8,8
194,2024,8,mulac17,12.15,GESS,0.7,W,412.0,1.0,awake,coffee,coffee,yes,7,yes,1,4.0,2.0,2,do_not_mind,5.5,Apple,16,7.0,13.0,14.5,180,3.0,145.0,21.0,yes,300.0,Spring,milk,169.0,2,8
195,2024,5,mlle4,12.15,GESS,0.2,W,80.0,4.0,awake,coffee,coffee,yes,8,yes,2,10.0,4.0,4,Yes,5.0,Apple,19,5.0,8.0,15.5,136,5.0,46.0,14.0,yes,130.0,Summer,milk,161.0,7,5
196,2024,8,ander9,12.15,GESS,0.4,N,300.0,3.0,awake,Chocolate,other,yes,8,no,0,300.0,3.0,3,No,6.0,Microsoft,19,6.0,5.0,16.0,50,1.0,74.0,14.0,yes,150.0,Spring,Other,166.0,7,8
197,2024,8,alt60,12.15,GESS,5.0,N,57.0,3.0,awake,Coffee,coffee,yes,8,yes,1,0.0,3.0,3,Yes,6.0,Both,12,3.0,3.0,14.0,50,1.0,55.0,10.0,yes,50.0,Summer,milk,170.0,5,8
198,2024,4,brkl12,12.15,UWI,1.0,W,500.0,2.0,tired,tea,other,yes,9,yes,2,2.0,3.0,2,Yes,4.4,Microsoft,18,6.0,10.0,14.0,120,5.0,13.0,18.0,yes,70.0,Spring,Other,169.0,8,6
199,2024,7,ofe52,12.15,GESS,7.0,N,200.0,8.0,tired,tea,other,yes,6,yes,2,3.0,4.0,2,No,6.5,Microsoft,14,3.0,1.0,15.0,50,2.0,53.0,13.0,yes,300.0,Spring,sugar_milk,193.0,8,6
200,2024,4,hecht11,12.15,GESS,5.0,NE,300.0,2.0,awake,Juice,other,yes,7,yes,4,23.0,2.0,2,do_not_mind,7.0,Apple,23.5,6.0,14.0,15.0,50,1.0,50.0,22.0,yes,200.0,Spring,sugar_milk,180.0,9,8
